State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
29,573,0114,613384,0000,000000,KARNATAKA,Mandya,VILLAGE,Ikanahalli,Rural,399,1509,728,781,104,49,55,64,28,36,0,0,0,924,530,394,585,198,387,473,447,26,470,445,25,430,410,20,4,3,1,15,15,0,21,17,4,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,281,755
29,573,0114,613385,0000,000000,KARNATAKA,Mandya,VILLAGE,Sasalu,Rural,285,1310,653,657,135,60,75,101,50,51,22,8,14,886,508,378,424,145,279,568,482,86,421,398,23,332,317,15,7,5,2,27,26,1,55,50,5,147,84,63,12,9,3,22,13,9,0,0,0,113,62,51,147,84,63,12,9,3,22,13,9,0,0,0,113,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,171,571
29,573,0114,613386,0000,000000,KARNATAKA,Mandya,VILLAGE,Yeladahalli,Rural,247,1067,535,532,84,37,47,233,111,122,0,0,0,554,311,243,513,224,289,659,327,332,507,252,255,455,227,228,20,12,8,14,6,8,18,7,11,152,75,77,31,22,9,0,0,0,1,0,1,120,53,67,152,75,77,31,22,9,0,0,0,1,0,1,120,53,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,208,200
29,573,0114,613387,0000,000000,KARNATAKA,Mandya,VILLAGE,Devarahalli,Rural,115,527,263,264,38,15,23,0,0,0,0,0,0,380,219,161,147,44,103,310,160,150,302,153,149,284,140,144,6,3,3,2,2,0,10,8,2,8,7,1,3,2,1,0,0,0,0,0,0,5,5,0,8,7,1,3,2,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,103,114
29,573,0114,613388,0000,000000,KARNATAKA,Mandya,VILLAGE,Bhadranakoppalu,Rural,73,348,175,173,30,14,16,27,13,14,0,0,0,198,118,80,150,57,93,121,112,9,121,112,9,89,83,6,25,23,2,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,63,164
29,573,0114,613389,0000,000000,KARNATAKA,Mandya,VILLAGE,Ankanahalli,Rural,132,617,311,306,53,23,30,6,3,3,0,0,0,425,246,179,192,65,127,198,191,7,183,177,6,113,113,0,46,46,0,0,0,0,24,18,6,15,14,1,3,3,0,8,8,0,0,0,0,4,3,1,14,13,1,3,3,0,8,8,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,419,120,299
29,573,0114,613390,0000,000000,KARNATAKA,Mandya,VILLAGE,Vaddarahalli,Rural,69,262,130,132,28,13,15,45,21,24,0,0,0,181,102,79,81,28,53,85,82,3,74,72,2,64,62,2,5,5,0,2,2,0,3,3,0,11,10,1,9,8,1,0,0,0,0,0,0,2,2,0,11,10,1,9,8,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,48,129
29,573,0114,613391,0000,000000,KARNATAKA,Mandya,VILLAGE,Basavanahalli,Rural,118,535,254,281,70,36,34,149,74,75,0,0,0,337,171,166,198,83,115,143,137,6,143,137,6,130,125,5,2,2,0,4,4,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,117,275
29,573,0114,613392,0000,000000,KARNATAKA,Mandya,VILLAGE,Laxmipura,Rural,374,1707,873,834,154,81,73,2,1,1,0,0,0,887,535,352,820,338,482,1010,622,388,252,218,34,195,176,19,36,26,10,0,0,0,21,16,5,758,404,354,12,8,4,710,374,336,7,5,2,29,17,12,755,403,352,12,8,4,710,374,336,6,4,2,27,17,10,3,1,2,0,0,0,0,0,0,1,1,0,2,0,2,697,251,446
29,573,0114,613393,0000,000000,KARNATAKA,Mandya,VILLAGE,Mariyanahosur,Rural,27,113,56,57,13,6,7,0,0,0,0,0,0,60,36,24,53,20,33,36,32,4,34,32,2,30,30,0,2,1,1,0,0,0,2,1,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,24,53
29,573,0114,613394,0000,000000,KARNATAKA,Mandya,VILLAGE,Thenginaghatta,Rural,238,1114,576,538,144,72,72,129,67,62,0,0,0,579,362,217,535,214,321,510,344,166,321,278,43,250,238,12,38,19,19,0,0,0,33,21,12,189,66,123,66,19,47,117,43,74,0,0,0,6,4,2,189,66,123,66,19,47,117,43,74,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,232,372
29,573,0114,613395,0000,000000,KARNATAKA,Mandya,VILLAGE,Dabbeghatta,Rural,134,621,314,307,58,34,24,0,0,0,6,4,2,425,240,185,196,74,122,250,220,30,248,218,30,138,126,12,67,57,10,0,0,0,43,35,8,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,94,277
29,573,0114,613396,0000,000000,KARNATAKA,Mandya,VILLAGE,Chujjalakyathanahalli,Rural,89,358,188,170,22,11,11,14,6,8,0,0,0,233,142,91,125,46,79,226,137,89,122,113,9,120,111,9,2,2,0,0,0,0,0,0,0,104,24,80,100,24,76,4,0,4,0,0,0,0,0,0,104,24,80,100,24,76,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,51,81
29,573,0114,613397,0000,000000,KARNATAKA,Mandya,VILLAGE,Kalenahalli,Rural,206,866,415,451,104,41,63,0,0,0,0,0,0,424,260,164,442,155,287,514,302,212,277,253,24,227,218,9,44,30,14,1,1,0,5,4,1,237,49,188,193,36,157,31,6,25,1,0,1,12,7,5,188,29,159,148,18,130,31,6,25,0,0,0,9,5,4,49,20,29,45,18,27,0,0,0,1,0,1,3,2,1,352,113,239
29,573,0114,613398,0000,000000,KARNATAKA,Mandya,VILLAGE,Dorenahalli,Rural,100,446,233,213,39,20,19,0,0,0,0,0,0,302,183,119,144,50,94,247,144,103,162,134,28,141,129,12,19,4,15,0,0,0,2,1,1,85,10,75,85,10,75,0,0,0,0,0,0,0,0,0,84,10,74,84,10,74,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,199,89,110
29,573,0114,613399,0000,000000,KARNATAKA,Mandya,VILLAGE,Kikkeri,Rural,1049,4108,2050,2058,418,205,213,209,113,96,29,15,14,3103,1684,1419,1005,366,639,1622,1299,323,1472,1208,264,453,413,40,32,25,7,101,80,21,886,690,196,150,91,59,26,20,6,32,22,10,17,9,8,75,40,35,147,89,58,25,19,6,32,22,10,16,9,7,74,39,35,3,2,1,1,1,0,0,0,0,1,0,1,1,1,0,2486,751,1735
29,573,0114,613400,0000,000000,KARNATAKA,Mandya,VILLAGE,Gangenahalli,Rural,144,634,317,317,64,28,36,346,180,166,88,41,47,366,218,148,268,99,169,371,203,168,368,201,167,189,93,96,99,45,54,0,0,0,80,63,17,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,114,149
29,573,0114,613401,0000,000000,KARNATAKA,Mandya,VILLAGE,Boovanahalli,Rural,77,293,142,151,27,14,13,0,0,0,4,2,2,174,104,70,119,38,81,166,91,75,166,91,75,40,31,9,115,54,61,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,51,76
29,573,0114,613402,0000,000000,KARNATAKA,Mandya,VILLAGE,Madahalli,Rural,99,439,212,227,48,24,24,124,62,62,6,2,4,258,143,115,181,69,112,252,135,117,245,132,113,113,60,53,114,58,56,2,1,1,16,13,3,7,3,4,0,0,0,4,2,2,0,0,0,3,1,2,7,3,4,0,0,0,4,2,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,77,110
29,573,0114,613403,0000,000000,KARNATAKA,Mandya,VILLAGE,Kallanakere,Rural,116,436,206,230,44,17,27,46,23,23,17,8,9,321,172,149,115,34,81,265,138,127,94,84,10,78,68,10,2,2,0,4,4,0,10,10,0,171,54,117,34,19,15,26,17,9,10,3,7,101,15,86,118,41,77,31,17,14,20,15,5,4,1,3,63,8,55,53,13,40,3,2,1,6,2,4,6,2,4,38,7,31,171,68,103
29,573,0114,613404,0000,000000,KARNATAKA,Mandya,VILLAGE,Sollepura,Rural,290,1029,508,521,78,36,42,1,0,1,1,0,1,725,408,317,304,100,204,584,329,255,311,281,30,269,244,25,7,6,1,5,4,1,30,27,3,273,48,225,43,13,30,90,13,77,4,1,3,136,21,115,264,43,221,42,13,29,89,12,77,4,1,3,129,17,112,9,5,4,1,0,1,1,1,0,0,0,0,7,4,3,445,179,266
29,573,0114,613405,0000,000000,KARNATAKA,Mandya,VILLAGE,Kikkeri Amanikere,Rural,175,695,354,341,59,32,27,0,0,0,2,1,1,495,279,216,200,75,125,264,233,31,259,229,30,65,59,6,79,72,7,5,0,5,110,98,12,5,4,1,0,0,0,3,3,0,2,1,1,0,0,0,4,3,1,0,0,0,2,2,0,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,431,121,310
29,573,0114,613406,0000,000000,KARNATAKA,Mandya,VILLAGE,Kodimaranahalli,Rural,130,565,275,290,52,27,25,5,1,4,2,1,1,316,175,141,249,100,149,199,178,21,135,129,6,128,122,6,5,5,0,1,1,0,1,1,0,64,49,15,1,0,1,49,41,8,1,1,0,13,7,6,56,42,14,1,0,1,48,40,8,0,0,0,7,2,5,8,7,1,0,0,0,1,1,0,1,1,0,6,5,1,366,97,269
29,573,0114,613407,0000,000000,KARNATAKA,Mandya,VILLAGE,Chowdenahalli,Rural,222,975,479,496,103,52,51,51,26,25,0,0,0,530,312,218,445,167,278,444,306,138,440,303,137,134,126,8,247,131,116,0,0,0,59,46,13,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,531,173,358
29,573,0114,613408,0000,000000,KARNATAKA,Mandya,VILLAGE,Ramanahalli,Rural,155,729,382,347,75,33,42,0,0,0,0,0,0,412,263,149,317,119,198,287,271,16,276,261,15,149,144,5,125,116,9,0,0,0,2,1,1,11,10,1,2,2,0,7,7,0,0,0,0,2,1,1,11,10,1,2,2,0,7,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,111,331
