State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
29,562,0041,000000,0000,000000,KARNATAKA,Dharwad,CD BLOCK,Dharwad,Total,46493,232765,119544,113221,31020,15950,15070,17557,8941,8616,15799,8001,7798,143794,82559,61235,88971,36985,51986,111461,71557,39904,99687,67310,32377,34911,26465,8446,38028,19116,18912,2182,1575,607,24566,20154,4412,11774,4247,7527,2206,680,1526,6896,1855,5041,321,158,163,2351,1554,797,10199,3538,6661,1749,483,1266,6214,1611,4603,275,137,138,1961,1307,654,1575,709,866,457,197,260,682,244,438,46,21,25,390,247,143,121304,47987,73317
29,562,0041,000000,0000,000000,KARNATAKA,Dharwad,CD BLOCK,Dharwad,Rural,46493,232765,119544,113221,31020,15950,15070,17557,8941,8616,15799,8001,7798,143794,82559,61235,88971,36985,51986,111461,71557,39904,99687,67310,32377,34911,26465,8446,38028,19116,18912,2182,1575,607,24566,20154,4412,11774,4247,7527,2206,680,1526,6896,1855,5041,321,158,163,2351,1554,797,10199,3538,6661,1749,483,1266,6214,1611,4603,275,137,138,1961,1307,654,1575,709,866,457,197,260,682,244,438,46,21,25,390,247,143,121304,47987,73317
29,562,0041,000000,0000,000000,KARNATAKA,Dharwad,CD BLOCK,Dharwad,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,562,0041,602198,0000,000000,KARNATAKA,Dharwad,VILLAGE,Madanabhavi,Rural,749,3690,1877,1813,488,255,233,272,139,133,173,88,85,2170,1252,918,1520,625,895,1610,1094,516,1094,928,166,594,553,41,297,209,88,56,42,14,147,124,23,516,166,350,21,9,12,448,123,325,6,4,2,41,30,11,429,102,327,17,7,10,371,66,305,4,2,2,37,27,10,87,64,23,4,2,2,77,57,20,2,2,0,4,3,1,2080,783,1297
29,562,0041,602199,0000,000000,KARNATAKA,Dharwad,VILLAGE,Hosatti,Rural,227,1346,723,623,172,96,76,31,16,15,26,13,13,812,490,322,534,233,301,661,413,248,471,350,121,178,176,2,225,112,113,0,0,0,68,62,6,190,63,127,84,23,61,92,27,65,0,0,0,14,13,1,190,63,127,84,23,61,92,27,65,0,0,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,310,375
29,562,0041,602200,0000,000000,KARNATAKA,Dharwad,VILLAGE,Khanapur-M-Tadakod,Rural,144,723,378,345,87,45,42,0,0,0,0,0,0,496,288,208,227,90,137,430,240,190,426,238,188,113,108,5,250,79,171,6,3,3,57,48,9,4,2,2,0,0,0,1,0,1,1,0,1,2,2,0,4,2,2,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,138,155
29,562,0041,602201,0000,000000,KARNATAKA,Dharwad,VILLAGE,Thimmapur-M-Tadakod,Rural,142,670,352,318,85,45,40,0,0,0,0,0,0,408,238,170,262,114,148,333,228,105,327,224,103,188,138,50,84,43,41,6,5,1,49,38,11,6,4,2,2,1,1,0,0,0,1,0,1,3,3,0,6,4,2,2,1,1,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,124,213
29,562,0041,602202,0000,000000,KARNATAKA,Dharwad,VILLAGE,Tadakod,Rural,1319,6524,3377,3147,832,426,406,546,278,268,31,16,15,3871,2241,1630,2653,1136,1517,3176,2063,1113,2882,1897,985,1141,770,371,1214,702,512,10,8,2,517,417,100,294,166,128,40,16,24,151,77,74,14,8,6,89,65,24,251,137,114,30,14,16,135,67,68,13,7,6,73,49,24,43,29,14,10,2,8,16,10,6,1,1,0,16,16,0,3348,1314,2034
29,562,0041,602203,0000,000000,KARNATAKA,Dharwad,VILLAGE,Jeeragiwad,Rural,214,923,479,444,125,66,59,67,33,34,3,2,1,581,352,229,342,127,215,470,274,196,462,272,190,151,126,25,237,88,149,22,14,8,52,44,8,8,2,6,0,0,0,6,1,5,1,1,0,1,0,1,7,1,6,0,0,0,6,1,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,453,205,248
29,562,0041,602204,0000,000000,KARNATAKA,Dharwad,VILLAGE,Kotabagi,Rural,538,2676,1365,1311,322,164,158,145,71,74,19,9,10,1749,1020,729,927,345,582,1200,795,405,1188,786,402,437,343,94,530,252,278,15,9,6,206,182,24,12,9,3,0,0,0,3,2,1,0,0,0,9,7,2,10,8,2,0,0,0,3,2,1,0,0,0,7,6,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1476,570,906
29,562,0041,602205,0000,000000,KARNATAKA,Dharwad,VILLAGE,Kallur,Rural,590,2836,1424,1412,404,213,191,137,77,60,183,82,101,1574,896,678,1262,528,734,1524,854,670,1098,803,295,561,446,115,361,206,155,20,18,2,156,133,23,426,51,375,251,12,239,153,21,132,2,1,1,20,17,3,337,37,300,197,8,189,125,17,108,1,0,1,14,12,2,89,14,75,54,4,50,28,4,24,1,1,0,6,5,1,1312,570,742
29,562,0041,602206,0000,000000,KARNATAKA,Dharwad,VILLAGE,Lokur,Rural,611,3268,1653,1615,458,232,226,110,47,63,270,130,140,2016,1152,864,1252,501,751,1636,1022,614,1561,991,570,615,406,209,638,338,300,93,76,17,215,171,44,75,31,44,3,3,0,53,18,35,7,5,2,12,5,7,72,29,43,3,3,0,52,17,35,5,4,1,12,5,7,3,2,1,0,0,0,1,1,0,2,1,1,0,0,0,1632,631,1001
29,562,0041,602207,0000,000000,KARNATAKA,Dharwad,VILLAGE,Hangarki,Rural,445,2248,1140,1108,285,137,148,138,69,69,53,24,29,1293,770,523,955,370,585,1152,704,448,1104,696,408,487,323,164,400,193,207,2,2,0,215,178,37,48,8,40,27,2,25,18,5,13,0,0,0,3,1,2,48,8,40,27,2,25,18,5,13,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,436,660
29,562,0041,602208,0000,000000,KARNATAKA,Dharwad,VILLAGE,Shedbal,Rural,45,238,133,105,29,15,14,38,17,21,0,0,0,152,98,54,86,35,51,129,84,45,127,83,44,72,43,29,33,22,11,0,0,0,22,18,4,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,49,60
